cuisine_type,business_id,name,address,coordinates/latitude,coordinates/longitude,num_reviews,rating,zipcode
Italy Cuisine,VF3wSCRC3mE6JpBQPQXELA,Parm,248 Mulberry St,40.72303,-73.99567,727,3.5,10012
Italy Cuisine,Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,513 Columbus Ave,40.78554,-73.97263,825,4,10024
Italy Cuisine,pC_QwLpeL2Enk4hBgDcRqQ,Da Marino,220 W 49th St,40.76102,-73.98526,454,4,10019
Italy Cuisine,6-ShONYFIM9K8HAUOhZVlw,Da Mikele by Luzzo's,275 Church St,40.718477,-74.004802,341,4,10013
Italy Cuisine,l7OsDvMOO3ji3fg0nT0QzA,Tony's Di Napoli,1081 3rd Ave,40.76435,-73.96408,639,4,10065
Italy Cuisine,Aazjxg21VH2cncWYBAv68Q,Sottocasa Pizzeria,298 Atlantic Ave,40.688285,-73.989006,607,4.5,11201
Italy Cuisine,xzN2k19JXDYjOWAhNw62aw,Adoro Lei,287 Hudson St,40.725612,-74.007916,276,4.5,10013
Italy Cuisine,cnMNL1O_dVtCdTyQwwOwOQ,Bistango,415 3rd Ave,40.7425771,-73.9800892,684,4,10016
Italy Cuisine,H_KyiRhwho8rdlw_R93_0Q,Marea,240 Central Park S,40.7674213694566,-73.9810554368179,1972,4,10019
Italy Cuisine,TZto7AjdA337XIw66AOpUw,Scalinatella Restaurant,201 E 61st St,40.7627823203802,-73.9654829353094,260,4,10065
Italy Cuisine,1mp7uP6Kz_Zz4UClVfnjFQ,Testo,141 Leonard St,40.708324,-73.946988,183,4.5,11206
Italy Cuisine,Sp-vnk-waTvKblG_88M4TA,Trapizzino,144 Orchard St,40.72043,-73.98894,209,4.5,10002
Italy Cuisine,LXdblKc5g1Dp17xiV-Am1w,Trattoria Dell'Arte,900 7th Ave,40.765295646702,-73.98046281606,970,4,10019
Italy Cuisine,kIm0oeOaVfC9-2flLPVklA,Patrizia's Pizza and Pasta,462-466 2nd Ave,40.7398415,-73.9792862,545,4,10016
Italy Cuisine,J0OeDwmh5JBhid0A5GvltA,Il Corallo Trattoria,176 Prince St,40.7262073,-74.0018919,923,4,10012
Italy Cuisine,ezu7Ai6ADfHDYCklvuipWA,Arturo's,1617 York Ave,40.775478,-73.947847,65,4,10028
Italy Cuisine,XfOa_KyrV7JSFJMOKckGMg,Monte's Trattoria,97 Macdougal St,40.72959,-74.0011,340,4,10012
Italy Cuisine,nTCFXqiQPTvDfnAxHfA64A,Trattoria Tra di Noi,622 East 187th St,40.85493,-73.8869,132,4,10458
Italy Cuisine,b42PcC1nCP602fiXF0a9Xg,Barbalu Restaurant,225-227 Front St,40.7074747,-74.0020404,278,4,10038
Italy Cuisine,MH08_pIRKsUSwfkVYxUE7w,VINATERÍA,2211 Frederick Douglass Blvd,40.8064392068585,-73.9540110111145,423,4,10026
Italy Cuisine,FKzpfWUpyupl4q74Jt8fTA,Don Antonio,309 W 50th St,40.762711,-73.986708,1381,4,10019
Italy Cuisine,r2nIYBSyXny1-7XvsL2PVg,Lena's Italian Kitchen,551 2nd Ave,40.742664,-73.977783,132,4,10016
Italy Cuisine,jku9Fg8JsUbv_LQzg6PK4g,Lavagna,545 E 5th St,40.72406,-73.98226,371,4,10009
Italy Cuisine,gqTikTCIS01E2m20PzHoDQ,Tarallucci e Vino - East Village,163 1st Ave,40.72896,-73.98454,273,4,10003
Italy Cuisine,cBmZRsZmUfBg6eMPPM6ypA,Zagara Ristorante Italiano,216 7th Ave,40.743835,-73.996088,193,4,10011
Italy Cuisine,rJJiGJx3kfMAxtD7P7okHQ,Celeste,502 Amsterdam Ave,40.78666,-73.97599,883,3.5,10024
Italy Cuisine,rZ9OFoSqy8u4WECfh--ylg,Marta,29 E 29th St,40.7445212750732,-73.9845828515206,848,4,10016
Italy Cuisine,WdrPI3wo7wOD2ad2cSjPeQ,Denino's Greenwich Village,93 Macdougal St,40.7294,-74.00111,183,4,10012
Italy Cuisine,V-FCEicobl5Su-R7EVJQNA,La Lanterna Di Vittorio,129 MacDougal St,40.73069,-74.00015,1430,4,10012
Italy Cuisine,VtJd1l64kqUUyWacwK0J2Q,Veniero's,342 E 11th St,40.72941,-73.98454,1987,4,10003
Italy Cuisine,_V7YsDQ4Lb41rqfkuPzm1w,Trattoria Pesce Pasta,262 Bleecker St,40.73115,-74.00319,229,4,10014
Italy Cuisine,A2DV-AQIXRYUMu5Ak5mjxg,Patzeria Family & Friends,311 W 48th St,40.7615,-73.98754,1022,4.5,10036
Italy Cuisine,CygcAgexrpJGY8iWp7QqnA,Antonucci Cafe,170 E 81st St,40.77574,-73.95689,132,4,10028
Italy Cuisine,vTn3ww550Rnhz9naIxtjww,Brunetti Pizza,626 Hudson St,40.73829,-74.0054,278,4,10014
Italy Cuisine,f_1BjTChf6bobreSRpqhsw,Arco Cafe,886 Amsterdam Ave,40.7988462,-73.967065,254,4.5,10025
Italy Cuisine,32VbG_XgkZIuye0PV-BxaA,Zero Otto Nove,15 W 21st St,40.7407551035259,-73.9914887388588,472,4,10010
Italy Cuisine,nBy8KtcUHktPFKw-VClG1A,La Pecora Bianca,950 2nd Ave,40.75495,-73.9682718,177,3.5,10022
Italy Cuisine,ujbH5MZQzC2SSuRF3XvNfQ,Mi Garba,129 4th Ave,40.733253210783,-73.9898487925529,146,4,10003
Italy Cuisine,a4WZUTKn90dOkeY38JHNjQ,Aurora,70 Grand St,40.715621,-73.964757,580,4,11249
Italy Cuisine,_KIjhnsaui-wF9OePRZ5NA,Gottino,52 Greenwich Ave,40.7358,-74.00036,288,4,10011
Italy Cuisine,d7Asc4q2ImoPlA_BhfroTQ,Keste,271 Bleecker St,40.73154,-74.00293,1378,4,10014
Italy Cuisine,HUY6yj38FXqAQvWUdgL0xA,Sirenetta,568 Amsterdam Ave,40.78881,-73.97459,281,4,10024
Italy Cuisine,dh5r9-SbN8xJ76XvnayWLQ,Giano Restaurant,126 E 7th St,40.7262256596862,-73.9840574049125,565,4.5,10009
Italy Cuisine,mwDGX4OH3smoducpde2Elw,Quartino Bottega Organica,11 Bleecker St,40.7255491,-73.9929031,198,3.5,10012
Italy Cuisine,-KrQ1gOiyXCbffsWyc5SNQ,The Leopard at des Artistes,1 W 67th St,40.773515,-73.978841,209,4,10023
Italy Cuisine,xeC9vn3dxVVzAMR_aFwfXg,IL Brigante,214 Front St,40.707492,-74.002571,376,4,10038
Italy Cuisine,qTHBQdWfw1RSCjQwoUcLiw,Lucciola,621 Amsterdam Ave,40.79039,-73.97251,91,3.5,10024
Italy Cuisine,WIhm0W9197f_rRtDziq5qQ,Lombardi's Pizza,32 Spring St,40.7215934960083,-73.9955956044561,5977,4,10012
Italy Cuisine,WyyJAcQwfOxKPLgIYetSKA,Caffe Buon Gusto,132 Montague St,40.6945304,-73.9940702,184,3.5,11201
Italy Cuisine,Gun7lX-5SYRWzJsNsu-U6g,Sant Ambroeus,265 Lafayette St,40.7234184,-73.9965676,146,3.5,10012
Italy Cuisine,pTWFuMYed409y99N0zY05Q,Barbaresco Restaurant,843 Lexington Ave,40.76539,-73.96556,86,4,10065
Italy Cuisine,Jwb556DrGTEZryeV7XgZmQ,Bar Primi,325 Bowery,40.725639,-73.991714,591,3.5,10003
Italy Cuisine,wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,3658 Broadway,40.8301996389829,-73.9473449424522,287,4,10031
Italy Cuisine,Tp3MF3DNXuW41A10PQ2nFw,Amali,115 E 60th St,40.7633557384716,-73.9686296877489,370,4,10022
Italy Cuisine,DtnlLLvcqeEUIyZTypHnzw,Il Mulino New York - Downtown,86 W 3rd St,40.729807,-73.999159,534,4,10012
Italy Cuisine,YT5Ywu9y190B4IGIlBetzA,Morandi,211 Waverly Pl,40.73534,-74.00151,662,3.5,10014
Italy Cuisine,raqwXUBlnc0e8c7CYmxEJQ,Scarpetta,88 Madison Ave,40.744509,-73.9856,1856,4,10016
Italy Cuisine,53ZNJNrT91VgvrI0LFjLNQ,Locanda Vini e Olii,129 Gates Ave,40.685007,-73.962943,299,4,11238
Italy Cuisine,f8ipr8Wdy1_wHhw7JgNqPQ,Da Claudio,21 Ann St,40.71087,-74.00753,432,4.5,10038
Italy Cuisine,25npnVAlhRjguunYS8zy8w,Piccola Strada,77 E 4th St,40.72662,-73.99019,176,4.5,10003
Italy Cuisine,_H52GDibhYc9bs8j1o-1_w,Leonelli Taberna,7 E 27th St,40.74398,-73.98698,41,3.5,10016
Italy Cuisine,J9xVQScnr0lYWl61_mLXMA,Lido,2168 Frederick Douglass Blvd,40.8049797781916,-73.9548260014624,945,4,10026
Italy Cuisine,d15lwNLOlLSeaAYqPadntw,Sam's Place,132 E 39th St,40.749270880468,-73.977082744053,232,4,10016
Italy Cuisine,_N92SH1Zi-Hbxn_bNHFz0Q,Noodle Pudding,38 Henry St,40.69979,-73.99203,553,4,11201
Italy Cuisine,pxtno4adrYTjyQsxngTj9A,dell'anima,600 11th Ave,40.76234,-73.99695,626,4,10036
Italy Cuisine,lPRb9ksOEzT3ruBFXebKaw,Leonti,103 W 77th St,40.78084,-73.97669,56,4,10025
Italy Cuisine,yFtOtTd7ncSjFF3QavQ5cA,Crispo,240 W 14th St,40.7392469,-74.0016882,937,4,10011
Italy Cuisine,N-rwVhnEtXg8yY_TlB_KZw,Del Posto,85 10th Ave,40.7434155953035,-74.007533013261,1404,4,10011
Italy Cuisine,aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,248 5th Ave,40.675332643247,-73.981340475038,877,4,11215
Italy Cuisine,-VvrQWfbkQWeuGC4L0KcfQ,il Buco Alimentari & Vineria,53 Great Jones St,40.7264539,-73.992549,529,3.5,10012
Italy Cuisine,pk89jzL1RsE9U0thf_z6tw,Locanda Verde,377 Greenwich St,40.7198601300801,-74.010039072422,1577,4,10013
Italy Cuisine,GqTgQEqwf3k5JyE7DHDhjw,Numero 28 Pizzeria Napoletana,176 2nd Ave,40.73041,-73.98595,519,4,10003
Italy Cuisine,3D6UAhoKnF3A03rX_v5ngA,Bacaro,136 Division St,40.71456,-73.99154,377,4,10002
Italy Cuisine,zTK8reqKrmV7U71YVHYYjg,Armani Ristorante,717 5th Ave,40.7618463161798,-73.9742299834671,224,4,10022
Italy Cuisine,HV8xairb2qct7wSHqNwqXw,Levante,26-21 Jackson Ave,40.74764,-73.94173,193,4,11101
Italy Cuisine,k1zrPPGGMQdlHopP3MnxrQ,Storico,170 Ctr Park W,40.779469,-73.973975,199,4,10024
Italy Cuisine,3n96VKiKG5Tte8z-U-TaLg,SoleLuna Restaurant,40-01 Queens Blvd,40.7439934462309,-73.9240421354771,371,4.5,11104
Italy Cuisine,562aZEpTDdYKDe5hWuDyFA,La Gioconda,226 E 53rd St,40.7570686,-73.9684186,155,4,10022
Italy Cuisine,pIrSHmLYW6Bdjiz-HHWd1Q,Bettolona,3143 Broadway,40.8141032,-73.9597766,290,4,10027
Italy Cuisine,KogxM0x2p9auUyU4h4CAqQ,Cremini's,521 Court St,40.674968,-73.999242,5,5,11231
Italy Cuisine,CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,432 Union Ave,40.71338,-73.95136,28,4.5,11211
Italy Cuisine,ifIfq2EwEohCgoKnG68_LA,Villa Berulia,107 E 34th St,40.7467827,-73.9806507,152,4,10016
Italy Cuisine,PQd4M3cuSgdweWgLgZIslQ,Inatteso Pizzabar Casano,28 West St,40.7056571,-74.0172056,309,4,10004
Italy Cuisine,fmdEiai0e4agyTEqFUWJmw,Amarone NY,686 9th Ave,40.7617199,-73.99002,305,4,10036
Italy Cuisine,cRUuiiEW7F0uqtgSG-sKCg,Mama Maria's Restaurant,307 Court St,40.68356,-73.99517,117,4,11231
Italy Cuisine,gqFM-JsHftTRplYbPF64Kg,Ecco,124 Chambers St,40.715129,-74.008865,136,4,10007
Italy Cuisine,WHQpLvxkCK_BMtF8pIShnQ,Carroll Place,157 Bleecker St,40.7287,-73.99971,1007,4,10012
Italy Cuisine,geNwD4ySIwA732eK2CvDZw,B Squared,679 9th Ave,40.7615509,-73.9906616,406,4.5,10036
Italy Cuisine,TWH4MjLtN1fKlF-7n6YXHg,Lil' Frankie's,19 1st Ave,40.723625,-73.988555,1048,4,10003
Italy Cuisine,QxthR7-GAbqj1cLocOD6Nw,Pizza Secret,72 5th Ave,40.6808,-73.97764,94,4.5,11217
Italy Cuisine,hpRrYBbKUqv8ewFKDjbjoA,Gersi,316 Court St,40.683438,-73.995711,232,4.5,11231
Italy Cuisine,ESpIimUxHNF1fFuGBdVwCg,La Pizza & La Pasta,200 5th Ave,40.742344,-73.989952,356,3.5,10010
Italy Cuisine,IEb99GmOvg585gmwmm4iNA,Azalea Ristorante,224 W 51st St,40.7621418,-73.9841952,264,4,10019
Italy Cuisine,FpgzHQMSNTTjagrKXxOw5A,San Matteo Pizzeria e Cucina,1559 2nd Ave,40.7746799,-73.95443,263,3.5,10028
Italy Cuisine,0laCKZiHrdM_ZKdhTFbGgg,Sauce & Barrel,97 Washington St,40.707999,-74.0142651,364,4,10006
Italy Cuisine,NBgDoMiF4tj5aS7V7zayoA,Antica Ristorante,370 Canal St,40.7206611633301,-74.0043869018555,46,3.5,10013
Italy Cuisine,JSexQM-wn8HvWmfxu_m5ZA,Gnocco,337 E 10th St,40.72713,-73.9802799,446,4,10009
Italy Cuisine,bEXTA_Gwo2oVg4gnFd9fNA,Ai Fiori,400 5th Ave,40.7500752,-73.9837835,1223,4,10018
Italy Cuisine,b6Tpm0PsDqLYZFUuqNte-g,River Deli,32 Joralemon St,40.69368,-73.99858,184,3.5,11201
Italy Cuisine,tRIHhPKryUZ56SfIz6mLiA,Angelo's Coal Oven Pizzeria,117 W 57th St,40.76492,-73.97794,831,4,10019
Italy Cuisine,dWc0ijADaD6ZdclJ5LqQdg,Paola's Restaurant,1295 Madison Ave,40.7846546580287,-73.9558692276478,175,3.5,10128
Italy Cuisine,yc4vsT-Q4Ej1_9hr94DxkQ,Sotto 13,140 W 13th St,40.7372,-73.99919,853,4,10011
Italy Cuisine,m4MPLIv-WsGdcB7GReE06Q,Quattro Gatti Restaurant,205 E 81st St,40.77552,-73.95587,82,4,10028
Italy Cuisine,3P8hb1ZOCA8IjEGfqpSpxg,Sfoglia Restaurant,1402 Lexington Ave,40.783535,-73.952719,271,4,10128
Italy Cuisine,cyLw0vW5MrsF35-A6Dy03w,Saggio,829 W 181st St,40.8514099281625,-73.9395604556239,589,4,10033
Italy Cuisine,1ZKbUeFAs0ltSnAYq4ELKw,Trattoria L'incontro,21-76 31st St,40.7763330374196,-73.9105868339539,898,4.5,11105
Italy Cuisine,pK-TQMe7SE_erplC9EWjUA,Bella Gioia,209 4th Ave,40.6775302,-73.9827215,200,4.5,11217
Italy Cuisine,o7ebhiCJTSsp43ynRDB1qA,Cipriani Downtown,376 W Broadway,40.723567,-74.003003,290,3.5,10012
Italy Cuisine,0axnkZlDiQcJVc06DDXxGQ,Ristorante Il Melograno,501 W 51st St,40.7654289685161,-73.9914178848267,296,4,10019
Italy Cuisine,5DoCTugT9AF-P3VspApsyQ,Aita Trattoria,798A Franklin Ave,40.6712095108944,-73.9579255586597,168,4,11238
Italy Cuisine,73HeiHqXlj8bF1GXXBrn1g,Dia,58 2nd Ave,40.72572,-73.98955,71,4.5,10003
Italy Cuisine,pL2tig3FxJcrZ4wDIO4TsA,Eataly NYC Downtown,101 Liberty St,40.709716,-74.011714,899,3.5,10006
Italy Cuisine,GVF4kvXupD18afjpLiPLHA,Marco Polo Ristorante,345 Court St,40.6821975708008,-73.9956817626953,127,3.5,11231
Italy Cuisine,Tias1_QRB5L-gzoSNNhOMA,Petrarca Cucina E Vino,34 White St,40.7189,-74.00458,160,3.5,10013
Italy Cuisine,06tnwnEQM2j9A6dC3HC_TQ,Capizzi,547 9th Ave,40.75744,-73.99357,783,4.5,10018
Italy Cuisine,vAMKgIUWCrYxjfhceCCNAQ,Sandro's,306 E 81st St,40.7742854,-73.9537163,71,4,10028
Italy Cuisine,ufntl2yxDlAzPJ6G73eAcQ,Regional Restaurant,2607 Broadway,40.79625,-73.97094,379,3,10025
Italy Cuisine,k5fd-RSdG4IuXnnGSQ5oOw,San Marzano Pasta Fresca,117 Second Ave,40.727989,-73.98845,1098,4,10003
Italy Cuisine,vjj3MMPkULJUCv8xf3XRiA,San Matteo Takeaway,1731 2nd Ave,40.7801684,-73.9502899,140,4,10128
Italy Cuisine,MA1QPFSYddVq_KzEldpcRg,Aria Wine Bar,117 Perry St,40.73512,-74.00671,657,3.5,10014
Italy Cuisine,aLM9irVFlNoVlS9dGuW_Lg,Amata,209 E 56th St,40.759426,-73.967063,79,4.5,10022
Italy Cuisine,cDUait5j29Pe0QynQ3JtYQ,Gradisca,126 W 13th St,40.73709,-73.99863,366,4,10011
Italy Cuisine,mkS--Oq4UYJMQizSaKJXEw,Enzos of Arthur Avenue,2339 Arthur Ave,40.8543499,-73.8887699,230,3.5,10458
Italy Cuisine,QObHX0yR6zd0WfksRDbJTA,Becco,355 W 46th St,40.76083,-73.98981,2787,3.5,10036
Italy Cuisine,eMSTTuOUlKEnSOr8lPp3Xg,Ammazzacaffè,702 Grand St,40.7113172,-73.9446243,142,4.5,11211
Italy Cuisine,e-XgOOm0X4Lk-gAX45Bj1Q,Baciccia Pizza e Cucina,426A 7th Ave,40.66377,-73.98437,97,4.5,11215
Italy Cuisine,BgGz5IdV53bGb4o7opR5zg,Arturo's,106 W Houston St,40.7273563342024,-74.0004944801331,657,4,10012
Italy Cuisine,tCFhIU4xSN6b7dbg3ApafQ,Tiella,1109 1st Ave,40.7606782444803,-73.9612435559085,184,4,10065
Italy Cuisine,h9rymMeMUMOxQ9d93U0YDg,Baker & Co,259 Bleecker St,40.7313423,-74.0028996,605,4,10014
Italy Cuisine,y5b85IZGLxNdksDBFm1GBw,Gene's Restaurant,73 W 11th St,40.735408782959,-73.9977264404297,81,4,10011
Italy Cuisine,EHINHIbLklEUShuANKjGgw,Tomiño Taberna Gallega,192 Grand St,40.7192978908919,-73.9969160361937,214,4.5,10013
Italy Cuisine,yREKlCvSuaxcRSVRsCIDUQ,Acqua Santa,556 Driggs Ave,40.71701,-73.95663,257,3.5,11211
Italy Cuisine,ZfyfGGtr7usMlsQP1LdU2g,Ornella Trattoria Italiana,29-17 23rd Ave,40.7748162,-73.9132582,860,4,11105
Italy Cuisine,uPe0efNw-uwPybeqccZ1zQ,Osteria Al Doge,142 W 44th St,40.75662,-73.9849,455,4,10036
Italy Cuisine,EYSIZX7b6Sp6TNc_KNvn7Q,Speedy Romeo,63 Clinton St,40.71951,-73.98514,285,4,10002
Italy Cuisine,r_fUOUhz-pHZxFDV1hzy0w,Peasant,194 Elizabeth St,40.72171,-73.99428,676,3.5,10012
Italy Cuisine,MoyxzhaYIsJx-p9IuGGK4w,Stella 34 Trattoria,151 W 34th St,40.7503815541938,-73.9883,651,3.5,10001
Italy Cuisine,J0c8ZtHPf08TMVeojPkNkQ,Verde On Smith,216 Smith St,40.684437,-73.992234,485,4,11201
Italy Cuisine,iXV4FMZPru7BB_nwN_8mVw,Maiella,4610 Center Blvd,40.7470416595732,-73.956579002435,830,4,11109
Italy Cuisine,zj8Lq1T8KIC5zwFief15jg,Prince Street Pizza,27 Prince St,40.7229087705545,-73.9944863319397,3149,4.5,10012
Italy Cuisine,qrcu1K6f8WGMODdq_A8unw,Volare Restaurant,147 W 4th St Frnt,40.7315434396639,-74.0006124973297,132,4.5,10012
Italy Cuisine,HJwXGxmXdB1X3gfCZMujjg,Broccolino,446 Dean St,40.6819311529398,-73.9762727916241,255,3.5,11217
Italy Cuisine,O5Cm2yU32-Epf4HKEFAJEQ,Il Postino,337 East 49th St,40.75373,-73.96749,113,3.5,10017
Italy Cuisine,ETgJqJHV7BW6pIr9Ox74sA,Amélie,22 W 8th St,40.7327,-73.99766,2578,4.5,10011
Italy Cuisine,o2SAcKbfOMkA71xUfyee6Q,Rossini's,108 E 38th St,40.74921,-73.97883,189,4,10016
Italy Cuisine,i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,1295 3rd Ave,40.771125,-73.959251,141,3.5,10021
Italy Cuisine,AV9x0hUE0yQUMjUGQNPexQ,Lamarca Cheese Shop,161 E 22nd St,40.73841,-73.9839499,123,4.5,10010
Italy Cuisine,P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,145 W Broadway,40.71692,-74.00792,617,4,10013
Italy Cuisine,-tQ9Zlb5d9PPlDz_6UgV7w,Antica Pesa,115 Berry St,40.71884,-73.95865,366,3.5,11249
Italy Cuisine,E1RvMNZ4re4TnKarjx14Zw,Cacio E Pepe,182 2nd Ave,40.7307352,-73.9862681,494,3.5,10003
Italy Cuisine,Fu7J2Fwoj_S6Jpg9dULzKg,Pepe Rosso To Go,149 Sullivan St,40.72723,-74.00163,357,4,10012
Italy Cuisine,dMrF98GlFYIPKYY5NVZHbw,Gemma,335 Bowery,40.72609,-73.99166,646,3.5,10003
Italy Cuisine,Irw7QQBsndbB2ATXeB4pYA,Da Tommaso,903 8th Ave,40.7646068,-73.9845812,178,3.5,10019
Italy Cuisine,JliAIBARXi9uISzNG26DVw,Elio's,1621 2nd Ave,40.7767632368091,-73.9526632086427,226,3.5,10028
Italy Cuisine,4j_n7nPaZrp6_lEInZaA8Q,Aita,132 Greene Ave,40.686412,-73.966629,249,4,11238
Italy Cuisine,hV26aNvpfq5g34SI6_gvJA,Mama Rao Cucina Italiana,6408 11th Ave,40.6291809,-74.0057526,194,4.5,11219
Italy Cuisine,5EQOEAkH2Qh3Rv1TcnE7yA,Fiaschetteria Pistoia,114 Christopher St,40.73316,-74.00537,31,4.5,10014
Italy Cuisine,3uyBZNbDk2vRFBBWZOdIUA,Dominick's Restaurant,2335 Arthur Ave,40.85434,-73.889,330,4,10458
Italy Cuisine,4K0doiBddco60kl0W04a3Q,Il Forno Hell's Kitchen,709  8th Ave,40.7591217147251,-73.988647715231,231,3.5,10036
Italy Cuisine,3o0W7asUgP7EEKn8iFWFyA,Casa Nonna,310 W 38th St,40.75496,-73.99247,515,4,10018
Italy Cuisine,y_tRUBOu3qg7lkaO2Xk1hQ,Frost Restaurant,193 Frost St,40.7183867,-73.9434906,154,4,11211
Italy Cuisine,fH8DkdRerw5LJ7fZZHRfeA,Leuca,111 N 12th St,40.722121,-73.956678,303,4,11249
Italy Cuisine,KgxzEspPDlfZ-6_HX70mfg,Ninos Aq,35-01 Ditmars Blvd,40.774944,-73.908585,121,4,11105
Italy Cuisine,v1M1HIQBVwYatEF_iOmedw,ViceVersa,325 W 51st St,40.7635858415079,-73.9866799425418,247,4,10019
Italy Cuisine,WNOUPEZ6J8SZVSaK6Q3e-A,Porto By Antonio - Wood Burning Pizza & Pasta,8921 Old River Rd,40.8048834508642,-73.9934416639218,628,4.5,07047
Italy Cuisine,lP4ynyBoeFPywLg78XkMmw,Cibo E Vino,2418 Broadway,40.790206,-73.9749174,304,4,10024
Italy Cuisine,MyVbXtvst8X7sbR7gUA_ug,Cacio E Vino,80 2nd Ave,40.726384,-73.988873,325,3.5,10003
Italy Cuisine,TsO4cjFld0Plznpimtn8uw,Anchor Wine Bar,3508 Broadway,40.8253616094589,-73.9510338753462,278,4,10031
Italy Cuisine,kqewBLuQDB3euc-s_mRf4A,Otto Enoteca Pizzeria,One Fifth Avenue At 8th St,40.7320605431463,-73.996197909787,2098,3.5,10003
Italy Cuisine,rJfGgBleDYCVq2rkBr_w-Q,Barano,26 Broadway,40.710372,-73.96794,230,4.5,11249
Italy Cuisine,lDhlNQHgzyxgi3By7Ko2LA,Fiore,284 Grand St,40.71293,-73.95787,414,4,11211
Italy Cuisine,gjZpcE-X4zQOEqWQPelLgg,Max,134 W Broadway,40.71688,-74.00835,432,3.5,10013
Italy Cuisine,GAvyDral555vltKrupUcjw,Osteria Laguna,209 E 42nd St,40.750647,-73.9737998,321,3.5,10017
Italy Cuisine,ZMFj1vCfQWdSAtwyjqRUlw,Felidia,243 E 58th St,40.76036,-73.96512,542,4,10022
Italy Cuisine,CfFjKWynWAFLO9mUTxe4Zg,Gaetana's,143 Christopher St,40.732952570801,-74.007623322014,279,3.5,10014
Italy Cuisine,zww7OtudkcE921UT2ThOSg,Camillo,1146 Nostrand Ave,40.6596,-73.95081,118,4,11225
Italy Cuisine,vEYEs9McRtRdKBp2XfRNZA,Finestra Restaurant,1370 York Ave,40.76751,-73.95288,82,4,10021
Italy Cuisine,xKIv_b2L2pUHmsoJ-xOepg,Gran Morsi,22 Warren St,40.7142052394856,-74.0077535494539,334,4.5,10007
Italy Cuisine,cUNFGQB2I3GI_vqy2OBW3Q,Lattanzi Restaurant,361 W 46th St,40.7607901227454,-73.9901704731246,250,3.5,10036
Italy Cuisine,6aVgixwks8EgirE1JtyDAQ,John's of 12th Street,302 E 12th St,40.730685,-73.985502,661,4,10003
Italy Cuisine,mOoZZa6WIsgihc_TqyQcXw,Tarallucci E Vino -Union Square,15 E 18th St,40.7381367771909,-73.9907283558044,359,3.5,10003
Italy Cuisine,7S8g0G_Ndc3DS-kqsozq8Q,83 1/2,345 E 83rd St,40.775354,-73.951216,160,4,10028
Italy Cuisine,nSk_zCJESMKGLHyJTPPlZA,Bottino,246 10th Ave,40.74845,-74.00321,278,3.5,10001
Italy Cuisine,vZ5-JXlJS75k8wmPNS5U5w,Max Soha,1274 Amsterdam Ave,40.811302,-73.958183,405,4,10027
Italy Cuisine,FhXjAc6nKLf414KxYujUHw,Roberta's,261 Moore St,40.705043534338,-73.93357123374,2737,4,11206
Italy Cuisine,J9r0qorwR0tKOhrCcl1VGQ,Piccolo Cafe,274 W 40th St,40.7557818,-73.9904619,231,4,10018
Italy Cuisine,3qIISjUYn1tbqHXi7nCLXg,Sofia Wine Bar,242 E 50th St,40.75502,-73.96913,632,4,10022
Italy Cuisine,LdWyeeV8DuYINKVTghFwrg,Canaletto,208 E 60th St,40.76174,-73.96569,62,4,10022
Italy Cuisine,EZNw56hywTm1PJNYOMbfHQ,Morso,420 E 59th St,40.759032,-73.960801,124,3.5,10022
Italy Cuisine,0SakkRuHhECsDsZ8mRkisQ,IL Triangolo Restaurant,96-01 Corona Ave,40.742591,-73.86736,439,4.5,11368
Italy Cuisine,Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,2287 1st Ave,40.797157,-73.93488,817,4,10035
Italy Cuisine,ft2OPgLsquG9d7XrBLULng,Alidoro,18 E 39th St,40.75097,-73.98108,199,4,10016
Italy Cuisine,TsYrzVVtkKO4Asrk_L9stw,Parm,235 Columbus Ave,40.7764333,-73.9794019,517,3.5,10023
Italy Cuisine,r6K5RBfhlNbr-g7g3u13KA,L'angolo Trattoria Italiana,696 Anderson Ave,40.8283599182,-73.9863337576389,67,4.5,07010
Italy Cuisine,ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,2329 Arthur Ave,40.8540465225016,-73.8889484480023,150,4,10458
Italy Cuisine,eODPY5rejL6CYvN4DEqwrg,Nostro Ristorante,710 5th Ave,40.660738,-73.994285,235,4.5,11215
Italy Cuisine,lmuX1DybRvpt9LDMHUuKAA,Carrabba's Italian Grill,475 Harmon Meadow Blvd,40.7893563992299,-74.0440932732089,189,3,07094
Italy Cuisine,UJe9_p6NEl0kA6xHVo5PKw,Amelie,566 Amsterdam Ave,40.78875,-73.97464,162,4.5,10024
Italy Cuisine,nw85LVh6H3JIiw3ugvhAmw,Lasagna Chelsea Restaurant,196 8th Ave,40.7432418,-73.9996916,491,3.5,10011
Italy Cuisine,eTneVbjPKdo4gD9HfkDGdA,Santa Panza,1079 Broadway,40.6947,-73.93068,144,4.5,11221
